User-ID,ISBN,Book-Rating
41084,0671016784,8
133192,406255178,8
82825,0316779490,9
33580,156718443X,7
234023,0064406105,10
253852,2266122258,9
2977,0446605786,8
240883,0890878897,4
89891,8400000013,7
274656,0446611085,10
40330,0399501487,10
134797,0061041742,9
219813,3150000017,10
258185,0060575336,10
55892,0393307174,8
236058,037570051X,8
195016,0330253603,10
2891,0446677426,9
4435,8845420744,6
88677,0061040231,8
270838,0449300587,8
86242,0345353145,6
103336,0060928336,7
263877,0749395842,5
180957,1568380550,3
264355,0689717830,5
86242,0688172172,10
139480,2277239755,8
210685,0886778581,9
181948,0679411607,10
252865,0440226198,8
94853,0006730124,9
190741,0671568175,5
139070,0192815326,10
272573,0671024256,7
147752,0671003119,7
76575,8429715304,7
35433,3426617048,9
246247,067166493X,8
65584,0345441036,9
28177,0671568965,7
100846,0449000877,6
61427,0590402838,6
212328,0312901437,9
76626,0091816653,9
103144,0553492640,5
206865,2253009164,9
142745,0451150635,5
46293,0373289766,7
240035,038547508X,5
247447,0312971346,9
34588,0684195569,9
48975,0671758896,7
14387,0393310329,9
54622,042510107X,8
69684,0345314220,8
152483,1862053375,9
123790,0375815376,7
227097,0316666343,8
102275,0446607657,9
22154,0385498330,5
177879,0345331354,8
151589,0804108587,9
260699,0316601950,9
190374,0140270590,7
274061,0312931735,10
56554,0373250223,9
72523,0312859732,5
217375,0446364193,10
57976,0517556278,7
135149,013195511X,7
51184,3404143752,6
245088,0425095932,7
123790,1558531564,8
203567,8804426934,6
259930,0439531640,10
157163,034529873X,5
51184,3746615100,7
112761,0373790635,10
61038,0440207622,5
5543,1560766263,8
214315,0385007515,8
147965,0688176933,7
53729,0061013706,6
143211,0374154694,7
240568,0312975724,6
267418,3442432766,6
241548,0883962365,10
3917,0762403004,7
201641,0452284295,7
261603,0553274066,10
86202,0330482076,6
7286,0440237688,10
160541,000636540X,9
178914,0375506039,5
13582,1842326627,6
43962,1875989218,10
256407,0425182908,5
111174,0060932759,8
60707,0060924071,8
242106,0380780860,9
150661,059035342X,9
158454,8472239381,10
274325,0552143774,5
185722,0836230140,10
174830,0440178002,10
12537,038079537X,6
206932,8420482250,8
78783,0440222656,9
27593,8422696932,7
24921,0316351679,9
245128,1568843844,3
105187,2070758354,5
51440,1592850839,10
5499,0399150854,10
217271,019282256X,10
158344,1853041033,7
259264,0380004933,10
140232,3404129660,8
92132,0452269652,9
179216,8497592905,10
224572,3257225334,5
123597,0044407955,8
177072,0449243346,9
242106,043935806X,10
9613,0425187012,7
129008,0345382323,8
253668,0553347756,10
8734,0689817851,8
89192,0340823429,8
107326,0930289595,9
183952,0316781266,7
146113,0061092533,10
52011,0316544175,5
31050,0670889210,3
194614,0553573292,5
88620,0345388674,6
233041,0373258119,8
190844,031231616X,10
180957,1852428112,6
28619,0446517984,5
38023,0330028715,7
62339,158542143X,10
209160,0140177388,8
200643,0300093055,6
172760,0060937866,6
222035,0060938455,7
139904,0064451798,7
243360,0425152251,8
84024,0446607657,1
160558,0375506381,4
183046,0440220394,8
98322,1573229725,6
127131,0380752867,8
164828,0373056249,6
131675,9057131072,7
156214,0345280342,8
171970,0743400836,8
36836,0395963311,10
131154,0842329242,8
82511,0330392360,8
206944,0767905202,7
271705,0060008032,8
19711,0345450175,7
182393,0553283723,5
61901,0525946063,10
160295,0028627377,9
187762,0671042858,5
81682,0385265484,5
246513,0440486599,7
234948,0020633505,8
643,0140482202,8
66797,0871878313,6
206393,0451450523,10
187763,0553375407,10
91631,0590453599,10
107244,0307128423,9
72190,0374281602,6
127129,0385658621,8
148712,0440241537,7
25436,2290302155,8
137211,0380724324,8
23571,037541536X,8
24433,076790592X,9
207148,0312305060,10
31984,3423004908,5
50073,044022313X,10
172061,0553580280,10
268932,0140154000,8
154529,0446612731,9
95902,8420513121,5
187065,0312929633,7
104880,0395518482,8
149647,8445073346,8
204591,0380810239,7
167478,0345351908,10
112093,0517544199,5
162639,006019877X,8
110483,0345295161,9
214102,044900371X,9
61427,0689821638,10
7286,0439141346,10
79740,0440225779,3
153950,0345450914,8
26516,0440202531,8
83287,0380720477,10
225078,0399145672,7
22045,044023722X,10
106768,0385333781,7
217986,0393311406,8
66443,0440226430,4
108243,0142301167,6
248356,8439703899,10
246311,0060972777,10
88652,1573220426,9
238557,0908802862,10
101620,0385505833,8
32721,0553574574,6
259260,0151789126,9
267444,0060197943,7
136010,0061009881,9
104413,0151005672,8
36256,067153307X,6
67515,0020545509,5
207825,0590453653,7
148712,0452010373,6
91342,0373484003,8
190298,0875425011,8
8245,0060931752,7
123625,0732269695,7
120093,0440176387,5
149907,0300046537,10
179734,0440224853,10
155778,0140186409,7
40415,0446612545,6
61910,0671795740,7
117963,0385239262,9
6575,0140046860,9
253580,0345459253,9
7125,0451206673,8
243929,0380707861,5
76499,0060931728,10
130705,0140255125,9
40640,038072152X,9
50849,0007127162,8
66878,0767914767,8
66797,0671026453,1
82407,0446400157,6
182993,0142301469,10
225659,2266052357,6
244736,0425164845,7
193131,0140154957,10
12272,0140622217,10
225996,0515134449,10
104113,0517118904,9
208147,0061031445,10
190185,0684815451,10
215986,0140186425,7
213628,0440431131,10
118228,0060392452,10
52673,0767903390,8
204359,014038006X,10
43955,8807810832,5
206438,0451190564,10
36836,0394485777,8
77383,0345347536,9
188659,0385336195,5
34300,0060502258,4
22045,0671867156,10
275276,0060652810,10
154844,0425116840,8
252806,0670892963,6
228681,042516828X,8
179826,0333782690,5
140080,3442427983,9
55927,0385327730,9
222488,3426619539,10
180042,0671003755,8
153361,0874830982,9
188010,0374292035,6
140080,344243386X,6
211137,0375502912,8
52203,2253033138,8
194172,0767904575,7
157811,0446377651,10
242465,051716096X,10
170595,0688173896,8
176875,0892966777,6
256072,0385315902,8
58062,1568842260,7
140069,022402891x,6
6611,9735620804,8
29855,0671872338,8
95506,0140276904,8
25827,0440484332,7
261603,0060916087,8
79215,0312958455,10
205473,0345409787,10
224809,0345433491,10
163973,0312984618,8
277478,006008216X,6
21576,0195208153,6
232131,0345447867,6
169699,044652087X,8
102196,3806812616,6
163433,0528885820,1
209756,0375413154,10
271558,0425180964,8
77383,0345396707,9
240906,0553258915,7
24933,0373226063,6
178035,0747256438,8
201548,3419526717,6
59770,0883963736,5
106988,0385079664,8
138602,0439136350,10
259004,0676973760,10
151503,0380709562,5
132282,0451172817,9
122429,0142001333,3
24933,0373271395,7
209373,0553583441,7
113475,1563262509,5
96054,0968303145,9
138018,039309040X,5
264355,1558745432,9
9856,0345274539,3
12650,8402076815,8
267802,0968525717,7
31468,0155625128,5
271284,0451156609,7
26593,0553264079,7
217566,0553487442,7
256167,0439049962,8
123544,0451160525,7
82497,0440236673,8
262541,0446603589,8
251140,0446340871,7
88677,037307946X,5
82831,0886466075,7
75149,0679743464,9
58363,0441446000,5
100906,0140440542,5
57449,3570261239,8
125287,0060910690,9
110853,0517615339,6
5956,0812092007,5
263733,3100105044,10
133747,006098824X,6
217986,1881548570,7
64436,0440211697,9
255092,059035342X,8
51449,0140070354,9
218068,1594480214,6
90286,0864424566,8
36741,0785325271,5
154469,0446360589,7
246470,1551669293,9
243700,0671526022,10
114178,0517554577,8
163973,0099534401,6
252510,3423102500,5
224944,0553380095,5
274004,0340770457,9
166596,042511774X,8
49212,0374226075,7
76530,0060534214,9
38556,0345433254,5
22521,0345391810,8
172010,0806938668,7
254899,0061002860,9
37597,0553290568,10
226879,0312954468,10
142039,1556111185,3
212088,0140439358,10
225996,0875424961,7
258185,0373244819,7
202711,034539657X,8
44595,0671877550,8
257198,0425057739,10
89192,0340766077,6
88283,0140298479,10
174791,0671040707,7
160819,0452282829,10
73056,0061009059,10
43481,068484477X,9
233903,0373483546,9
155580,0671003755,5
224138,042507627X,9
140879,3462033204,8
219209,0609800140,5
30273,1565124057,7
115490,067103992X,2
16908,0373245556,7
240035,0440209803,5
60569,1550379828,4
66574,0060970790,8
57620,1577483553,10
101305,015601422X,7
95261,0743419219,8
203280,0821761544,8
225887,0553259202,10
30511,0060932627,5
48911,0883681994,10
224764,0312284683,5
270629,0771029756,9
82893,0140714103,10
223814,0064407314,9
2442,8879830546,5
135265,0373054327,5
274061,0373099525,10
198982,0349102147,5
128332,0971880107,4
144899,0312970951,2
177090,0812544420,6
67663,0786868430,7
174092,0006724159,8
69355,0064400042,8
242143,0373153295,8
17926,0590016555,10
56271,0006513905,7
67111,340411499X,6
224249,0679751602,6
253556,0060679611,9
71712,0140430725,8
80683,0395252237,4
44845,0312983824,8
66680,0449147738,5
213312,0849959713,10
104144,0553579983,9
128060,0195027035,10
11676,0006172768,6
266466,0425185710,2
187598,2226115269,10
153513,0446670111,9
171295,0553212451,7
143253,0439241014,10
55858,0671693816,8
33580,0451190521,8
76223,0786901640,9
141511,0802135226,5
163761,0263817016,6
101550,0201002272,9
189558,0380722801,8
250368,0374208603,7
261037,0099929309,8
7125,0060086386,8
266522,0590441647,9
24921,0446532452,8
267418,344255201X,7
60427,0425155293,8
251613,0671507036,7
236097,0312186436,5
187410,0393097544,9
42718,0525242732,10
206074,0060809248,7
73588,0440213738,7
55799,0345367650,5
95525,0140434011,8
2030,0553476580,10
238864,0006167241,7
230400,082174321X,6
132930,0684862719,7
224525,0850302889,10
37034,8804508310,6
144038,0385334036,7
88288,0312208812,9
213316,0312136951,5
78755,0718127250,4
115572,0553213164,10
261379,8424114507,5
190923,0452267307,6
202963,0452269571,8
125519,0440234743,8
128696,0670840475,7
105187,2266000098,10
273086,0679722017,10
266865,0380728133,6
278582,0449003183,8
96869,8495501090,10
107510,0671684264,4
207246,0446600253,10
123825,0440217490,9
87600,3463007924,5
23902,0060007761,10
245827,037326173X,5
105968,0821768433,5
169779,052300687X,7
24933,0446364762,8
74215,225300670X,8
132173,0446609188,7
119590,0061000299,7
262940,0446608815,8
76942,0345314255,8
35030,0553225987,10
44535,0553561340,8
113270,0375705198,10
184279,0060234814,9
34526,0380814676,9
168144,08861126033,9
142649,2290311898,5
194676,051512317X,6
3371,0671528203,7
238630,0064470687,9
76483,0465085857,10
18038,0688119107,5
268711,3257224753,7
14638,044050421X,10
102647,0345350588,8
35921,0140505598,8
139934,0440413133,10
52044,0714827851,10
248464,0451170385,8
11676,000649840X,8
238231,0747242127,6
154553,0964595354,9
211919,0140156046,5
216557,080706307X,9
392,8478092943,7
188951,0425063860,9
193458,009943184X,9
203799,0425119653,8
269835,074322535X,5
43021,0451191722,8
127826,0440224594,7
278356,0762721979,8
59656,0785272038,8
145619,0440211468,7
258482,0060639059,8
125039,0140390790,7
37310,0312875207,8
187747,1565049691,8
238630,0500280665,3
55548,0380756374,10
1733,0373121709,5
215953,1853262293,8
26544,0446607193,7
81207,950072040X,8
105214,0425146812,9
172091,0670813648,6
6251,0060955597,7
199209,0446697524,10
41086,0671026852,8
60797,0553581279,5
37310,0785271856,8
266056,0373441851,6
236058,0385265565,8
238630,0679746048,2
185275,0375406530,5
189104,1551661799,6
76530,0195141830,7
92547,0060391502,5
185771,0817458905,3
144516,1860491022,7
272233,038530143X,7
85280,0394620011,5
66680,0440235804,5
72990,0465016901,5
159564,9728579284,7
89192,0552998052,6
271448,038079487X,7
8234,0671038567,10
204663,0440205085,6
121264,0679767800,7
137384,2020147467,8
139742,0375707972,8
257204,0345315723,10
151098,0671674900,10
251003,0449206084,10
17183,8403593902,7
271195,0590494465,7
273906,349960440X,8
43910,0380725576,9
160571,0618116036,6
95261,0446532231,10
74691,0679439382,7
157127,0345371631,6
70666,0425176932,5
74453,0446610798,8
12982,0380793334,9
10560,0397300441,9
93092,0060987561,10
